# trial, microseconds
546, 13
547, 14
548, 14
549, 13
550, 13
551, 13
552, 14
553, 13
554, 13
555, 13
556, 13
557, 14
558, 14
559, 13
560, 13
561, 13
562, 13
563, 14
564, 13
565, 13
566, 13
567, 13
568, 13
569, 13
570, 13
571, 13
572, 13
573, 13
574, 14
575, 13
576, 12
577, 14
578, 13
579, 14
580, 13
581, 13
582, 14
583, 14
584, 13
585, 13
586, 13
587, 14
588, 13
589, 13
590, 14
591, 14
592, 14
593, 13
594, 14
595, 13
596, 13
597, 13
598, 13
599, 13
600, 14
601, 13
602, 13
603, 14
604, 14
605, 14
606, 13
607, 13
608, 13
609, 14
610, 13
611, 13
612, 13
613, 13
614, 13
615, 14
616, 13
617, 13
618, 14
619, 13
620, 13
621, 13
622, 13
623, 14
624, 13
625, 13
626, 13
627, 13
628, 14
629, 13
630, 15
631, 14
632, 13
633, 13
634, 13
635, 14
636, 13
637, 13
638, 13
639, 14
640, 13
641, 13
642, 14
643, 13
644, 13
645, 13
646, 13
647, 13
648, 13
649, 14
650, 13
651, 13
652, 13
653, 13
654, 13
655, 14
656, 13
657, 14
658, 13
659, 14
660, 13
661, 17
662, 13
663, 14
664, 13
665, 13
666, 13
667, 13
668, 13
669, 14
670, 13
671, 13
672, 13
673, 13
674, 15
675, 13
676, 13
677, 14
678, 13
679, 13
680, 13
681, 13
682, 13
683, 13
684, 14
685, 13
686, 13
687, 13
688, 13
689, 14
690, 14
691, 13
692, 13
693, 13
694, 12
695, 13
696, 14
697, 13
698, 14
699, 13
700, 13
701, 14
702, 13
703, 14
704, 13
705, 13
706, 14
707, 14
708, 13
709, 14
710, 13
711, 13
712, 13
713, 13
714, 13
715, 13
716, 13
717, 13
718, 13
719, 13
720, 14
721, 13
722, 14
723, 13
724, 13
725, 14
726, 13
727, 13
728, 13
729, 13
730, 13
731, 13
732, 13
733, 13
734, 14
735, 13
736, 13
737, 13
738, 13
739, 14
740, 14
741, 14
742, 13
743, 13
744, 13
745, 13
746, 14
747, 14
748, 13
749, 13
750, 13
751, 13
752, 14
753, 14
754, 13
755, 14
756, 14
757, 14
758, 13
759, 13
760, 13
761, 13
762, 14
763, 13
764, 13
765, 13
766, 14
767, 13
768, 14
769, 14
770, 13
771, 13
772, 13
773, 14
774, 13
775, 13
776, 13
777, 13
778, 13
779, 13
780, 13
781, 13
782, 14
783, 13
784, 13
785, 14
786, 14
787, 13
788, 13
789, 13
790, 13
791, 13
792, 13
793, 13
794, 14
795, 13
796, 13
797, 13
798, 13
799, 13
800, 13
801, 13
802, 14
803, 13
804, 13
805, 13
806, 13
807, 13
808, 13
809, 13
810, 13
811, 13
812, 13
813, 13
814, 13
815, 13
816, 12
817, 13
818, 13
819, 13
820, 12
821, 13
822, 13
823, 12
824, 13
825, 13
826, 13
827, 13
828, 13
829, 13
830, 14
831, 13
832, 13
833, 13
834, 14
835, 13
836, 13
837, 13
838, 13
839, 12
840, 13
841, 13
842, 13
843, 13
844, 13
845, 14
846, 13
847, 13
848, 13
849, 13
850, 13
851, 13
852, 12
853, 13
854, 13
855, 13
856, 13
857, 13
858, 13
859, 13
860, 13
861, 13
862, 13
863, 13
864, 13
865, 13
866, 13
867, 13
868, 13
869, 13
870, 13
871, 13
872, 13
873, 13
874, 13
875, 13
876, 13
877, 13
878, 14
879, 14
880, 13
881, 13
882, 13
883, 12
884, 14
885, 13
886, 13
887, 13
888, 13
889, 13
890, 13
891, 13
892, 13
893, 13
894, 13
895, 13
896, 13
897, 13
898, 14
899, 13
900, 13
901, 13
902, 13
903, 13
904, 14
905, 13
906, 13
907, 13
908, 13
909, 13
910, 13
911, 13
912, 13
913, 13
914, 15
915, 13
916, 13
917, 13
918, 14
919, 14
920, 13
921, 13
922, 13
923, 13
924, 14
925, 13
926, 12
927, 13
928, 13
929, 13
930, 13
931, 13
932, 13
933, 13
934, 13
935, 14
936, 13
937, 13
938, 13
939, 13
940, 13
941, 13
942, 14
943, 12
944, 13
945, 13
946, 14
947, 14
948, 13
949, 13
950, 13
951, 13
952, 12
953, 13
954, 13
955, 13
956, 13
957, 13
958, 14
959, 13
960, 14
961, 13
962, 13
963, 13
964, 13
965, 14
966, 13
967, 14
968, 13
969, 14
970, 14
971, 13
972, 13
973, 14
974, 13
975, 13
976, 13
977, 14
978, 13
979, 13
980, 13
981, 13
982, 13
983, 13
984, 13
985, 13
986, 13
987, 14
988, 13
989, 13
990, 12
991, 13
992, 13
993, 13
994, 13
995, 13
996, 13
997, 13
998, 13
999, 13
